epoch,step,train_acc_epoch,train_loss_epoch,val_acc,val_loss
0,2,,,0.31779661774635315,1.3826097249984741
0,2,0.3689936399459839,1.3784724473953247,,
1,5,,,0.33474576473236084,1.3764896392822266
1,5,0.45058929920196533,1.3672600984573364,,
2,8,,,0.3855932056903839,1.3676509857177734
2,8,0.4569356441497803,1.3550817966461182,,
3,11,,,0.3855932056903839,1.3523238897323608
3,11,0.42429736256599426,1.3430044651031494,,
4,14,,,0.402542382478714,1.3349153995513916
4,14,0.4406164884567261,1.329864740371704,,
5,17,,,0.4194915294647217,1.31752347946167
5,17,0.4514959156513214,1.314620018005371,,
6,20,,,0.43220338225364685,1.30067777633667
6,20,0.4560289978981018,1.298781156539917,,
7,23,,,0.4406779706478119,1.2790403366088867
7,23,0.45784226059913635,1.2807767391204834,,
8,26,,,0.4406779706478119,1.2607918977737427
8,26,0.45784226059913635,1.2614376544952393,,
9,29,,,0.4406779706478119,1.2439234256744385
9,29,0.45784226059913635,1.2445430755615234,,
10,32,,,0.42796608805656433,1.2269576787948608
10,32,0.4605621099472046,1.2251570224761963,,
11,35,,,0.49152541160583496,1.2081133127212524
11,35,0.4859474301338196,1.2027356624603271,,
12,38,,,0.4788135588169098,1.1909562349319458
12,38,0.5013599395751953,1.1847599744796753,,
13,41,,,0.5042372941970825,1.171944260597229
13,41,0.49954667687416077,1.1591471433639526,,
14,44,,,0.5338982939720154,1.1569968461990356
14,44,0.5149592161178589,1.1423944234848022,,
